team_size,project_budget,project_duration,requirement_change_count,average_sprint_delay,bug_count,testing_coverage,code_complexity,developer_experience,communication_frequency,task_completion_rate,client_change_requests,previous_project_success_rate,risk_level,delay,budget_overrun,quality_issues,requirement_instability
37,219474.45,1,5,0.0,55,50.1,6,4.1,6,78.41,2,74.01,Low,0,0,1,0
12,15000.0,5,6,4.74,57,45.96,3,3.76,7,100.0,4,43.1,Low,1,0,0,0
39,234173.07,10,3,3.55,68,43.04,3,7.03,0,64.13,2,62.74,Low,0,0,0,1
25,303285.95,2,6,0.0,54,100.0,2,3.57,5,82.57,5,100.0,Low,0,0,0,0
5,583083.38,11,8,4.2,57,70.77,2,0.2,4,58.82,9,82.68,Low,0,0,0,0
28,265479.83,6,11,1.59,46,37.53,4,5.66,4,87.77,6,100.0,Low,0,0,0,0
12,15000.0,3,6,4.18,61,43.05,2,5.77,5,80.3,1,99.95,Low,0,0,0,0
16,233082.62,23,5,2.35,52,25.55,5,3.53,1,66.13,5,61.2,Low,0,0,0,0
52,743110.74,23,3,0.0,56,83.44,8,8.95,8,65.08,2,48.55,Low,1,0,0,0
43,405945.92,23,8,2.25,64,62.82,2,3.2,9,82.33,4,92.29,Low,0,0,0,1
9,104039.99,4,8,0.4,45,71.17,3,7.9,1,72.65,1,90.99,Low,0,1,0,0
51,356399.17,9,8,0.0,71,62.04,2,1.29,9,52.3,5,72.8,Low,0,0,0,0
35,116437.58,8,7,3.93,49,79.06,9,5.16,6,47.55,5,45.96,Low,0,0,0,0
52,15000.0,8,6,2.98,43,54.86,2,2.56,9,81.41,5,62.46,Low,0,0,0,0
45,187293.51,10,9,5.2,55,67.32,10,4.32,2,59.79,4,75.15,Low,1,0,0,0
21,266474.76,12,6,1.41,50,66.93,9,6.33,2,72.56,2,86.06,Low,0,0,1,1
33,15000.0,12,9,0.27,58,41.11,4,3.13,0,81.41,3,54.19,Low,0,0,1,0
32,43151.33,7,13,3.48,50,48.99,7,2.83,5,52.76,4,90.66,Low,1,0,0,0
43,251860.4,23,9,0.53,60,56.55,2,3.97,4,55.77,4,86.47,Low,0,0,0,0
16,176528.83,23,3,1.58,54,67.78,2,13.52,10,97.96,2,86.72,Low,0,0,0,0
21,321066.03,8,3,3.25,47,86.99,7,4.99,6,65.4,4,81.7,Low,0,1,0,0
16,31359.7,6,4,1.95,61,64.08,7,4.84,10,88.3,1,33.02,Low,0,1,0,0
19,378540.47,13,5,1.22,65,60.42,4,5.54,2,100.0,4,77.71,Low,0,0,0,1
11,36923.36,9,5,0.0,54,67.58,5,0.38,0,75.83,3,65.13,Low,0,0,0,0
4,545692.17,23,9,4.07,62,59.17,6,6.71,9,58.21,8,82.5,Low,0,1,0,0
56,15000.0,10,8,1.46,50,61.59,6,6.21,0,74.03,4,43.38,Low,0,0,0,0
6,53340.23,1,7,3.44,47,89.29,3,0.22,9,68.98,5,35.72,Low,0,0,0,0
53,325126.74,3,4,3.17,54,57.98,9,10.27,5,73.07,6,82.73,Low,0,0,0,0
2,549561.99,2,8,4.38,42,66.71,7,4.51,6,83.47,10,55.98,Low,0,0,1,0
47,306707.75,9,8,1.73,43,50.39,5,1.82,2,85.31,4,33.7,Low,0,0,0,1
21,351314.43,8,5,1.5,46,84.7,6,5.25,2,39.92,2,52.97,Low,0,1,1,1
32,253156.64,20,5,0.0,61,45.59,3,2.32,2,91.04,3,69.04,Low,0,1,0,0
18,65248.28,21,7,1.11,62,60.71,4,0.64,8,76.38,7,92.28,Low,0,1,0,0
30,161775.1,4,5,2.88,52,79.68,8,3.85,5,62.82,6,72.7,Low,0,0,0,0
28,31856.25,22,7,0.57,60,46.41,2,3.95,1,83.75,1,61.61,Low,0,1,0,0
32,19832.21,14,7,2.83,54,77.62,2,0.72,0,55.19,2,67.35,Low,1,0,1,0
24,322314.81,8,4,5.13,61,25.12,2,2.63,7,55.94,3,85.61,Low,0,0,0,0
33,47827.96,10,8,1.31,48,42.35,10,2.02,7,88.94,5,81.92,Low,0,0,0,0
49,307519.72,11,6,0.0,64,60.3,9,3.64,3,73.07,5,84.9,Low,1,0,0,0
27,15671.9,4,4,1.37,63,100.0,10,6.05,3,97.08,3,100.0,Low,0,0,0,1
22,303348.94,20,10,0.0,66,64.62,4,4.84,8,61.02,3,72.86,Low,0,0,0,0
9,162037.14,1,7,4.87,52,65.0,4,4.42,0,76.66,6,84.73,Low,0,0,0,0
22,503190.8,2,6,2.37,44,82.66,3,0.2,10,78.2,5,33.42,Low,0,1,0,0
9,308269.4,7,9,0.74,55,42.45,8,4.43,9,78.49,2,75.25,Low,1,0,0,0
12,472440.92,4,7,1.08,57,7.4,8,1.89,1,81.93,4,47.7,Medium,0,1,1,0
57,113983.59,2,3,0.0,54,93.21,10,0.38,5,79.35,3,60.65,Low,0,0,0,0
7,260105.8,9,9,4.22,51,72.88,3,6.61,6,72.31,3,63.74,Low,1,0,0,0
29,73404.31,9,3,5.87,55,53.99,10,1.31,10,40.93,8,71.93,Low,1,0,0,0
50,175551.06,3,1,0.0,53,63.03,10,4.73,6,85.83,3,61.51,Low,0,0,1,0
57,202821.24,19,10,4.29,45,80.94,2,3.33,0,34.02,5,65.12,Low,1,0,0,0
10,119345.52,21,9,1.71,64,59.67,4,2.21,3,52.26,6,83.7,Low,0,0,0,0
11,31209.49,17,9,4.73,51,64.61,2,7.43,6,60.73,4,73.59,Low,1,0,0,0
23,15000.0,13,2,0.0,67,98.64,10,3.06,4,86.45,3,70.79,Low,0,0,0,0
34,15000.0,22,9,2.65,59,39.62,5,3.22,5,68.44,2,71.92,Low,1,0,0,0
57,59857.64,9,11,1.38,55,71.31,1,2.74,10,100.0,4,67.87,Low,0,0,0,0
14,362948.9,10,7,3.52,58,40.0,6,4.92,10,49.81,3,89.83,Low,0,0,1,0
11,15000.0,1,6,2.32,50,90.14,2,4.12,2,54.41,4,70.35,Low,0,0,0,0
16,15000.0,17,6,2.24,52,67.28,4,2.82,1,35.99,3,100.0,Low,0,1,0,0
52,572361.74,3,4,1.99,65,49.64,6,2.29,10,53.65,3,80.19,Low,0,0,0,1
3,135430.71,16,1,5.32,57,34.99,1,4.4,6,61.88,9,85.44,Low,1,0,0,0
24,307788.28,18,5,1.85,54,55.7,10,2.94,6,95.44,3,66.3,Low,0,0,0,0
8,365617.09,5,12,3.93,46,65.34,5,8.64,1,88.73,2,81.97,Low,0,0,0,0
11,369254.7,15,5,3.46,52,82.85,7,3.24,7,75.82,4,90.34,Low,0,0,0,0
55,15000.0,7,9,3.98,72,42.31,3,5.3,9,67.02,7,75.79,Low,0,0,0,1
2,208409.26,10,6,0.17,57,47.16,8,4.28,1,84.24,1,65.03,Low,0,1,0,1
20,15000.0,13,9,3.61,53,53.05,5,3.81,3,92.36,4,91.71,Low,1,0,1,0
55,690337.21,6,10,2.87,59,48.05,6,6.66,4,61.65,5,100.0,Low,0,1,0,0
37,15000.0,19,7,0.0,57,52.74,3,5.89,4,63.24,0,45.2,Low,0,1,0,0
6,61388.76,10,6,1.78,62,44.99,2,5.85,2,65.1,6,63.46,Low,1,1,0,0
28,62691.85,11,3,6.79,47,69.51,5,5.82,7,44.25,4,71.19,Low,0,0,0,0
58,15000.0,19,5,1.42,43,53.31,4,0.63,2,91.37,4,65.51,Low,0,0,0,1
25,493466.9,6,8,1.46,63,62.19,6,5.56,2,62.67,10,70.89,Low,0,0,1,0
32,686040.62,11,2,3.1,51,67.48,6,3.91,6,67.37,5,53.94,Low,0,0,0,1
32,164365.16,23,7,1.12,51,37.17,4,3.27,1,95.3,1,88.75,Low,0,0,0,1
40,15000.0,10,2,2.48,65,72.69,2,12.8,9,63.37,4,72.48,Low,0,0,0,0
12,15000.0,3,9,1.3,52,65.77,3,0.96,4,92.26,5,76.49,Low,0,1,0,0
50,206060.43,7,5,3.0,60,65.79,3,4.28,10,44.03,3,66.87,Low,0,1,1,0
59,193054.22,22,7,2.08,42,59.6,4,4.09,4,80.98,3,59.58,Low,1,0,0,0
10,132766.7,18,2,6.1,66,57.15,8,4.3,0,64.87,5,60.13,Medium,0,0,0,0
49,289847.55,19,5,2.29,61,62.97,3,2.07,3,46.73,3,100.0,Low,1,0,0,0
49,321131.17,6,5,1.75,47,63.72,8,5.04,6,53.83,3,54.3,Low,1,0,0,1
45,308154.99,20,3,4.26,48,40.76,1,1.8,0,74.25,3,64.87,Low,1,1,1,0
23,193097.52,10,4,0.0,67,90.36,7,5.18,5,56.64,4,39.42,Low,0,0,0,1
29,51708.07,19,3,5.58,53,49.48,7,4.88,8,78.13,4,80.7,Low,1,0,0,0
50,369849.96,21,2,0.22,53,63.2,8,3.91,9,60.07,2,87.9,Low,1,1,0,0
10,252252.48,5,7,4.58,58,82.97,7,4.33,8,46.09,3,40.46,Low,0,1,0,0
50,409904.35,22,4,5.11,55,55.85,4,8.3,2,87.52,3,58.98,Low,1,1,1,1
55,392213.6,15,7,1.15,53,66.27,4,5.89,7,76.71,6,57.7,Low,1,0,0,1
41,15000.0,17,5,1.34,52,22.56,9,4.92,8,43.15,3,65.59,Low,1,0,0,0
21,15000.0,18,5,1.98,65,26.33,10,5.52,4,82.45,5,81.94,Low,0,0,0,0
34,114002.67,4,9,3.44,51,61.54,6,4.6,7,73.96,8,71.52,Low,1,0,0,1
4,59872.23,18,6,0.2,44,65.41,8,5.83,5,65.09,3,71.99,Low,0,1,0,0
56,385945.32,5,7,1.98,48,81.91,10,3.05,4,65.73,5,46.34,Low,0,0,0,1
21,313235.74,7,8,1.57,55,76.42,10,9.81,7,93.45,2,71.24,Low,0,0,1,0
5,447853.12,3,7,0.0,58,33.34,1,4.95,10,77.11,4,89.16,Low,0,0,0,0
48,321367.63,5,6,0.11,55,84.83,5,11.28,10,94.23,10,73.9,Low,0,0,0,0
40,287556.92,23,9,2.46,52,40.57,7,9.82,0,79.61,4,35.9,Low,0,0,0,0
38,465951.36,8,7,2.42,45,77.53,6,3.29,3,75.76,5,94.85,Low,0,1,0,0
5,334550.92,9,7,0.67,61,53.87,6,5.07,9,59.88,4,96.31,Low,0,0,0,0
45,262258.17,12,5,2.36,61,100.0,7,5.38,8,74.52,3,82.22,Low,0,0,0,0
38,516481.55,17,6,0.91,61,51.37,3,6.74,8,88.34,8,88.79,Low,0,0,0,0
48,270732.56,14,8,4.81,72,60.67,6,4.82,6,73.3,6,80.63,Low,1,0,0,1
49,195218.69,13,3,1.99,60,64.85,7,7.4,4,100.0,6,83.86,Low,0,1,1,1
14,99191.81,20,6,4.4,42,57.63,7,0.28,6,88.31,3,61.68,Low,0,0,0,0
14,376544.58,12,5,0.0,46,44.05,6,3.04,9,52.83,5,86.25,Low,1,0,0,0
55,472669.1,18,6,2.85,57,100.0,5,4.04,1,64.24,4,31.71,Low,1,0,1,0
32,240894.27,21,8,3.39,58,51.01,4,2.9,0,82.77,5,69.13,Low,0,0,0,1
27,485424.81,16,4,1.92,59,50.36,2,0.34,8,47.57,4,88.46,Low,0,0,0,1
18,15000.0,1,7,1.12,49,60.03,8,6.62,0,70.14,5,98.37,Low,0,0,0,0
39,240018.39,7,4,1.89,49,65.48,9,1.84,4,57.08,3,79.5,Low,0,1,0,0
45,242782.92,15,3,3.68,62,49.67,10,2.88,1,72.65,4,93.61,Low,1,0,0,1
2,119141.01,12,6,0.0,55,79.16,4,6.31,3,57.21,2,71.02,Low,0,0,0,1
34,679094.99,7,6,3.6,56,64.75,3,7.44,2,88.85,8,83.51,Low,1,0,0,0
59,238085.33,8,1,2.84,45,62.36,7,3.14,4,63.85,3,84.84,Low,0,1,0,0
18,176608.46,2,7,1.68,57,72.05,7,2.01,0,82.63,4,29.5,Low,1,0,0,0
18,254673.18,6,5,1.76,47,46.73,4,2.55,9,48.1,4,86.06,Low,0,1,0,1
52,15000.0,19,6,2.32,58,51.47,4,7.18,7,67.13,0,74.13,Low,0,0,1,0
5,113223.77,1,6,5.52,40,61.6,5,7.31,7,51.53,5,75.95,Low,0,1,1,0
25,426983.19,20,3,2.9,61,78.74,5,5.31,8,91.09,6,88.12,Low,0,0,0,0
28,136789.84,8,7,0.31,46,57.61,7,5.09,0,59.61,6,62.39,Low,0,0,0,1
48,100802.47,19,4,1.33,53,56.29,8,1.34,5,70.6,8,72.47,Low,0,0,1,0
9,485714.61,6,5,0.0,47,24.05,6,5.62,2,77.63,2,73.26,Low,1,0,0,0
27,491245.79,20,10,0.0,49,49.52,7,6.39,9,60.06,7,78.95,Low,0,0,0,0
10,343058.28,14,2,0.0,68,32.29,2,4.9,7,52.79,4,33.29,Low,0,0,0,0
47,168078.88,20,10,2.44,68,36.77,4,4.98,0,74.97,6,84.07,Low,1,0,0,1
38,206895.21,2,3,4.75,66,68.58,3,2.02,9,41.08,3,84.79,Low,0,1,1,0
30,105253.01,19,9,4.19,64,100.0,8,7.3,6,93.47,5,48.51,Low,0,0,0,0
24,70940.84,7,3,0.0,71,65.5,2,1.24,5,69.81,3,58.67,Low,0,0,0,0
10,62005.03,9,5,0.6,56,67.99,9,4.46,1,48.41,4,92.42,Low,1,0,0,0
55,138750.21,2,6,0.32,48,48.31,6,5.6,6,67.77,4,54.37,Low,1,1,1,0
39,63750.22,22,4,0.0,55,43.13,2,7.24,4,81.24,5,98.8,Low,1,0,0,1
20,15000.0,15,12,1.86,54,99.01,4,7.03,3,58.93,7,55.24,Low,0,0,0,0
26,289492.48,23,9,3.81,44,47.5,1,7.23,2,40.93,3,89.51,Low,1,0,1,0
44,292227.2,14,7,1.7,63,26.0,3,3.77,1,70.03,2,54.66,Low,1,0,0,0
43,556142.7,4,4,0.0,46,66.42,7,10.08,9,84.18,3,86.91,Low,0,0,0,0
28,129699.09,8,9,0.51,42,54.26,1,7.11,4,75.73,3,76.1,Low,0,0,0,0
19,303298.11,11,10,1.54,63,72.73,6,3.65,2,78.44,0,76.35,Low,0,1,0,0
40,306288.26,4,6,3.74,54,90.22,8,3.81,5,87.31,3,53.41,Low,1,0,0,0
40,204309.24,22,5,1.83,48,68.64,3,6.33,3,97.33,7,71.87,Low,0,0,1,0
36,383980.05,23,8,3.47,57,66.08,1,3.38,6,28.91,2,57.92,Low,0,0,1,1
6,389541.25,13,7,2.04,54,73.87,7,1.43,0,50.8,5,56.07,Low,0,1,1,0
29,308934.0,14,7,2.67,63,100.0,4,4.7,2,74.69,6,95.74,Low,1,1,1,0
37,203984.85,17,11,0.32,52,100.0,5,0.2,7,76.43,5,100.0,Low,1,0,1,0
57,185644.58,16,4,0.83,56,56.31,5,5.36,0,47.22,2,58.21,Low,0,1,0,0
32,15000.0,2,5,0.0,38,79.1,6,6.03,10,59.49,3,79.64,Low,0,0,0,0
21,104934.8,13,12,3.4,51,94.15,5,3.86,3,99.55,5,88.99,Low,1,0,0,1
34,138038.65,18,2,1.62,48,74.48,4,7.26,6,66.33,7,60.65,Low,0,1,0,0
12,47685.08,19,7,0.0,55,60.81,2,6.54,8,75.37,7,56.08,Low,1,0,0,0
7,329186.31,14,3,3.16,57,53.04,10,2.05,5,100.0,3,72.01,Low,0,0,0,1
41,465393.02,21,4,4.15,66,63.78,8,4.61,3,73.51,4,72.31,Low,0,1,0,0
59,86548.76,14,6,0.58,73,41.48,7,3.25,9,84.6,1,26.55,Low,0,0,0,1
51,301019.46,9,4,3.16,63,78.12,3,3.72,7,81.14,0,76.6,Low,0,0,0,0
35,63859.99,11,3,1.78,48,87.04,1,7.25,7,66.62,4,86.49,Low,0,1,0,0
4,195114.01,16,11,0.0,51,54.85,7,6.0,2,65.71,5,80.86,Low,0,1,0,0
59,125740.68,21,5,6.11,60,53.89,10,2.78,0,90.91,4,67.31,Medium,0,1,0,0
28,358341.22,6,9,1.79,44,42.99,4,5.04,2,71.87,2,45.83,Low,1,1,1,0
18,127818.13,7,8,2.6,58,70.4,2,2.69,8,55.86,6,80.26,Low,0,0,0,0
53,432098.87,15,8,0.95,61,61.8,6,3.34,2,89.32,1,58.07,Low,1,1,0,0
45,205770.26,18,8,1.61,57,36.02,10,8.19,8,26.32,7,66.3,Low,1,0,0,0
45,133071.33,10,4,2.52,65,100.0,5,10.61,4,97.25,4,72.12,Low,0,0,0,0
18,24405.05,15,9,0.11,60,29.99,4,8.77,3,69.02,5,86.47,Low,1,0,1,0
59,295576.81,1,5,5.59,47,36.08,10,5.17,2,72.13,6,90.7,Low,0,0,0,1
28,411139.31,7,5,3.88,46,78.91,3,4.94,0,73.33,5,75.75,Low,0,0,0,0
32,299197.83,22,9,3.23,54,73.83,4,6.95,3,93.29,3,72.58,Low,0,0,0,0
45,652989.7,14,6,1.92,57,49.14,3,4.74,10,74.79,3,85.8,Low,1,0,0,0
40,507361.74,20,5,0.68,55,47.98,2,1.08,6,71.64,5,56.19,Low,0,0,1,0
11,194645.0,6,5,4.26,46,70.24,9,8.87,8,56.76,6,59.67,Low,0,0,0,0
19,192755.06,7,6,3.42,48,68.81,4,1.65,9,60.58,4,98.27,Low,0,0,0,0
22,334545.41,23,3,1.4,52,49.33,8,7.4,7,82.27,5,98.39,Low,0,0,0,0
56,99156.55,23,6,0.03,47,79.89,5,6.32,8,75.56,3,40.23,Low,0,0,0,0
43,459931.9,21,6,0.0,62,72.29,8,8.96,4,98.99,4,63.01,Low,1,0,0,0
23,315088.09,8,7,2.26,55,86.06,1,6.57,4,58.96,6,88.68,Low,1,0,0,0
44,296162.6,19,3,1.7,54,61.1,6,3.09,4,53.54,3,78.85,Low,0,0,0,0
44,373651.66,11,1,4.57,48,76.58,10,7.1,3,76.8,7,69.32,Low,0,0,0,0
24,560109.38,20,1,4.18,53,57.89,10,3.63,0,70.63,3,50.19,Low,1,0,0,1
25,280771.96,20,6,2.28,62,71.74,2,2.15,7,52.82,4,62.8,Low,0,0,0,0
53,229652.73,11,5,2.04,54,68.44,8,0.2,7,63.7,7,56.81,Low,0,0,0,0
34,521569.53,8,10,0.0,50,77.27,10,4.2,4,83.28,4,96.51,Low,0,0,0,0
10,424159.07,23,7,4.32,46,71.35,8,0.45,7,50.88,7,58.36,Low,0,1,1,1
43,192223.63,11,8,2.09,46,28.0,5,7.95,8,53.8,3,74.31,Low,0,0,1,0
36,250933.56,10,7,3.41,48,50.72,2,0.73,9,60.35,3,79.54,Low,0,1,0,0
31,285168.56,16,8,4.55,57,63.5,6,3.59,9,60.68,3,70.04,Low,1,0,0,1
44,315126.33,22,9,1.07,58,70.39,1,3.69,3,84.69,4,71.27,Low,0,0,0,1
54,15000.0,4,4,0.54,45,76.85,7,4.91,3,63.12,6,49.01,Low,0,1,1,0
21,15000.0,23,8,7.14,53,71.88,5,2.42,5,98.1,2,65.02,Low,0,0,0,1
26,90269.8,10,4,3.39,65,49.32,1,7.22,4,55.31,2,66.17,Low,0,1,0,0
12,76347.08,1,7,1.64,46,78.53,8,4.89,7,77.84,2,61.12,Low,0,0,0,0
39,134111.68,8,7,4.68,56,47.44,5,4.46,0,71.36,6,97.0,Low,0,0,0,0
25,364247.92,11,7,1.58,58,84.74,6,2.94,2,72.05,3,100.0,Low,0,0,0,0
21,219592.75,16,0,2.85,61,85.94,3,5.82,4,32.61,7,89.73,Low,1,0,0,0
42,285351.03,14,1,1.06,60,61.82,5,7.85,1,54.44,3,99.24,Low,0,0,0,0
25,29625.39,4,9,2.17,48,50.34,2,10.97,4,69.32,5,60.64,Low,1,0,1,0
28,166904.4,12,8,1.65,57,49.47,2,2.24,1,40.49,2,68.18,Low,1,0,0,0
27,355706.38,6,11,0.7,63,42.31,7,4.17,10,25.23,3,56.52,Low,1,0,0,0
16,357091.44,7,2,2.69,53,45.39,9,0.2,1,52.24,2,74.06,Low,0,1,0,0
9,119576.71,17,6,0.92,38,58.75,2,6.13,4,77.4,5,55.98,Low,0,0,0,0
49,279099.23,19,2,3.35,60,51.93,2,1.22,2,79.64,6,52.92,Low,0,0,1,0
7,645792.61,4,8,1.59,53,33.02,6,5.16,4,52.42,6,22.83,Low,0,0,0,0
20,246832.37,14,5,0.0,51,53.3,6,7.46,8,68.78,3,80.23,Low,0,0,0,0
40,125226.35,10,6,3.44,57,63.67,4,3.51,3,78.78,2,93.24,Low,0,0,0,0
9,218722.77,8,11,3.48,62,55.9,10,2.26,7,93.2,7,91.25,Low,1,0,0,0
40,266591.88,17,9,6.71,54,45.89,10,7.66,1,92.58,6,85.82,Medium,0,1,0,0
44,222789.69,6,4,2.24,62,18.96,7,6.21,10,86.58,8,86.79,Low,1,0,0,0
40,244356.15,18,5,2.57,57,82.62,10,1.79,6,63.37,7,66.44,Low,0,0,0,0
19,15000.0,10,11,3.16,47,61.29,5,4.84,10,71.21,3,43.55,Low,1,1,0,0
3,76726.51,3,5,4.24,38,67.77,1,2.45,2,73.14,1,52.62,Low,0,0,0,0
53,223119.66,19,7,4.11,60,65.25,2,7.05,7,68.53,9,66.51,Low,0,0,1,0
20,220251.77,20,11,2.84,57,70.95,9,4.8,5,49.98,3,32.92,Low,0,0,0,1
48,148085.93,13,7,2.13,55,66.33,2,8.17,3,95.06,2,82.13,Low,0,0,1,0
13,218137.55,17,4,3.89,49,63.77,2,2.26,8,78.92,5,79.5,Low,0,0,1,0
11,260982.67,4,6,2.05,48,75.74,7,5.05,5,85.92,3,81.59,Low,0,1,0,1
47,410094.42,8,3,0.0,63,79.6,5,4.47,8,82.57,3,88.43,Low,0,0,0,0
56,232141.89,9,6,0.0,39,86.9,3,5.11,0,65.07,2,39.52,Low,0,0,0,0
51,321838.58,18,6,1.61,58,47.03,9,3.14,1,48.02,3,57.73,Low,0,0,0,1
45,152511.95,9,3,2.44,53,66.49,8,0.2,8,84.01,5,51.14,Low,0,0,1,0
16,352977.23,17,7,7.14,44,33.1,3,6.13,4,82.98,0,61.71,Low,0,1,1,0
54,317631.45,8,6,1.96,53,53.33,3,4.63,2,76.63,6,59.23,Low,1,1,0,0
40,405847.06,14,5,2.29,39,58.45,8,2.5,8,100.0,4,33.02,Low,0,0,0,1
11,378422.88,5,0,1.39,50,75.34,3,3.3,1,62.94,4,84.43,Low,0,0,0,1
9,355972.41,13,3,3.44,59,59.88,3,1.69,0,66.97,2,96.21,Low,0,0,0,0
52,232284.87,2,12,2.76,64,74.11,9,0.2,6,75.31,3,58.76,Low,0,1,0,1
17,294089.06,17,5,0.92,47,55.79,9,6.99,1,64.04,7,60.61,Low,0,0,0,0
46,441431.61,1,4,0.18,61,51.6,10,5.87,7,68.24,11,87.14,Low,0,0,0,0
10,132626.58,23,4,1.4,56,47.56,5,1.26,4,88.52,3,70.65,Low,0,0,0,0
18,136886.6,20,5,0.51,44,74.43,8,10.56,10,61.64,7,82.07,Low,0,0,0,0
18,282657.65,14,8,1.74,45,55.19,2,1.8,5,62.73,4,53.73,Low,0,0,0,1
18,324750.34,21,4,2.48,56,18.32,10,6.21,2,81.24,2,82.97,Low,0,0,0,0
41,101660.83,19,2,1.2,63,73.44,1,4.51,5,50.88,7,79.09,Low,0,0,0,0
55,236542.74,4,5,5.11,54,45.27,9,1.47,7,70.69,5,63.87,Low,0,0,1,1
54,233080.22,18,5,4.52,50,65.48,7,5.34,9,69.85,0,71.14,Low,1,1,0,0
45,15000.0,9,3,1.74,46,41.68,10,4.06,1,82.03,4,33.72,Low,0,0,0,0
13,210473.08,20,6,0.27,53,62.27,7,2.97,8,84.85,5,67.01,Low,0,0,1,1
57,221682.79,20,8,2.14,45,10.33,2,7.67,6,69.44,5,72.51,Low,0,0,0,1
33,221147.27,22,5,1.93,61,61.39,7,6.0,10,70.63,8,64.46,Low,0,0,0,0
33,504864.57,11,4,2.07,58,46.25,8,6.23,6,71.44,4,56.62,Low,0,1,0,0
42,31156.31,5,7,1.4,58,39.18,5,3.98,10,67.07,3,96.86,Low,0,0,0,0
46,101567.94,3,10,0.1,64,75.76,6,5.35,6,92.67,4,94.36,Low,0,0,0,0
57,15000.0,4,8,2.27,47,59.86,5,4.44,0,80.03,2,72.74,Low,0,0,0,0
35,163435.0,23,6,1.5,60,57.61,3,5.7,1,92.26,7,78.52,Low,0,0,0,0
37,178784.16,14,8,1.68,46,48.96,7,2.17,1,57.97,4,39.33,Low,1,0,0,0
45,158204.11,9,6,2.39,52,78.1,6,0.2,5,92.02,3,51.79,Low,1,0,0,0
16,449381.92,11,3,2.06,54,54.17,1,7.75,8,73.91,6,63.63,Low,0,0,0,0
19,404911.15,4,9,2.34,54,88.78,8,4.46,6,82.95,4,52.92,Low,0,0,0,0
38,264014.21,14,2,1.41,49,84.13,3,5.87,10,41.46,4,90.09,Low,0,0,0,0
5,183289.65,10,2,2.92,55,87.66,1,2.86,5,98.02,5,60.77,Low,0,0,0,0
20,434714.14,19,6,0.76,43,79.42,3,3.96,7,79.05,3,50.25,Low,1,1,1,1
43,246443.59,1,4,0.02,51,51.09,9,8.15,2,100.0,4,100.0,Low,1,0,1,0
58,102711.39,22,6,0.42,49,62.94,8,5.37,0,89.79,2,100.0,Low,1,1,0,1
32,15000.0,2,8,0.85,54,58.34,5,9.79,7,39.24,6,85.21,Low,1,0,0,0
25,170563.39,10,6,0.0,47,77.09,5,6.64,1,96.35,1,37.04,Low,1,0,0,1
27,385835.85,8,10,0.0,56,61.81,5,2.9,10,74.99,6,98.57,Low,0,1,0,0
41,659776.96,17,5,3.21,42,57.62,1,5.56,10,82.27,6,97.92,Low,0,1,1,1
33,261089.86,16,5,4.75,60,91.84,4,8.54,2,80.67,4,40.84,Low,1,0,0,1
3,112236.01,5,7,3.32,47,56.11,9,5.03,0,70.42,2,31.23,Low,1,0,0,0
33,36706.26,12,8,1.23,57,50.76,7,6.05,9,65.53,3,62.04,Low,0,0,0,1
25,349351.88,13,6,0.0,60,54.76,4,7.89,9,83.29,2,78.53,Low,0,0,1,1
42,15000.0,11,4,2.58,57,81.28,10,0.2,5,58.68,0,97.69,Low,0,0,0,0
52,349062.12,1,7,0.0,75,65.38,1,6.18,4,72.45,3,38.09,Low,0,0,0,0
57,397188.09,5,10,2.03,62,70.25,9,7.73,4,94.43,5,100.0,Low,0,1,1,0
37,328530.3,12,7,0.6,63,66.25,5,2.66,10,52.49,3,41.87,Low,0,0,0,0
23,210460.9,6,5,0.0,53,22.53,6,7.01,6,68.82,10,87.61,Low,0,1,1,0
27,351689.32,13,8,5.16,50,42.76,10,4.49,2,90.69,5,71.47,Low,0,0,1,0
12,280768.91,4,12,0.0,60,56.98,10,0.44,7,58.91,7,94.6,Medium,0,1,1,0
56,109937.71,17,9,1.49,58,67.67,9,6.4,10,41.47,6,78.76,Low,0,0,0,0
51,583074.22,5,3,1.94,64,44.28,6,4.48,0,40.29,2,70.82,Low,0,0,0,0
51,186697.71,15,5,1.26,58,43.73,6,4.32,5,64.48,7,84.26,Low,0,0,0,0
21,389635.41,20,8,3.13,42,56.38,10,6.05,5,98.95,5,57.76,Low,0,0,0,0
20,15000.0,9,4,0.72,44,85.87,8,2.22,8,59.8,0,69.83,Low,0,0,0,1
51,479764.76,4,3,2.96,53,23.25,4,6.35,6,67.39,4,47.78,Low,0,1,0,0
33,514377.47,1,6,2.84,61,14.27,6,2.31,2,72.85,4,85.17,Low,1,0,0,0
42,255370.08,9,6,0.0,51,93.24,9,8.13,6,89.7,1,93.19,Low,0,1,0,0
30,350578.79,3,7,2.67,58,34.45,9,7.23,1,85.71,2,80.15,Low,0,0,0,0
27,350532.73,21,6,0.09,47,54.7,3,8.19,5,69.55,4,75.94,Low,0,0,0,0
38,134298.96,23,4,0.0,53,34.99,9,5.61,2,81.59,5,66.61,Low,0,0,0,0
49,348482.01,23,5,2.78,60,56.55,6,3.48,10,88.98,5,100.0,Low,1,0,0,0
21,104446.52,22,6,1.38,50,59.55,4,2.77,8,45.67,6,71.34,Low,1,0,1,0
48,140423.75,14,6,2.95,53,90.99,5,2.63,8,65.97,4,43.83,Low,0,0,1,0
